sentence,sentence_id,cue_span,scope_span,target
The GATA-3 transcription factor is required for development of the T-cell lineage and Th2 cytokine gene expression in CD4 T-cells.,10037751,NaN,NaN,0
"Production of HIV-1 from latently infected cells requires host cell activation by T-cell mitogens (T.Folks, D.M.Powell, M.M.Lightfoote, S.Benn, M.A. Martin, and A.S.Fauci, Science 231 : 600-602, 1986; D.Zagury, J. Bernard, R.Leonard, R.Cheynier, M.Feldman, P.S.Sarin, and R.C. Gallo, Science 231 : 850-853, 1986).",1527859,NaN,NaN,0
The present studies have examined the effects of M-CSF on potential signaling pathways involving expression of the jun and fos early response genes.,1712226,NaN,NaN,0
The binding of ISGF3 (IFN-stimulated gene factor 3) to the conserved IFN-stimulated response element (ISRE) results in transcriptional activation.,1315834,NaN,NaN,0
Anergy is a major mechanism to ensure antigen-specific tolerance in T lymphocytes in the adult.,8577772,NaN,NaN,0
"Of the GATA-binding proteins, only GATA-4 selectively regulates the human IL-5 gene promoter in IL-5 producing cells which express multiple GATA-binding proteins.",9209438,NaN,NaN,0
"In conclusion, strong c-myc mRNA expression was observed on epithelial cells of labial salivary glands from patients with primary SS.",1613697,NaN,NaN,0
"Within the region between -108 and -40 base pairs of the IFN-gamma promoter are two conserved and essential regulatory elements, which confer activation-specific expression in T cells.",8943243,NaN,NaN,0
"Studies of the mechanisms that enable EBV to infect nonactivated, noncycling B cells provide compelling evidence for a sequence of events in which EBV binding to CD21 on purified resting human B cells rapidly activates the NF-kappaB transcription factor, which, in turn, binds to and mediates transcriptional activation of Wp, the initial viral latent gene promoter.",9271588,NaN,NaN,0
"The HEL cells also exhibited a similar elevation of AhR mRNA level, when they had differentiated toward monocyte-macrophage cells by these combined inducers, but little change in the mRNA level was observed when the cells were induced to differentiate into other cell types.",7788861,NaN,NaN,0
"Overexpression of the p50, p65 and Rel proteins in these cells showed that significant activation of the IL-2R alpha kappa B site was observed only with Rel and Rel plus p65.",8455941,NaN,NaN,0
"Cytomegalovirus (CMV) infection induced interleukin-8 (IL-8) gene transcription in a human monocytic cell line, THP-1 cells, leading to IL-8 secretion.",9188651,NaN,NaN,0
Trapoxin is a microbially derived cyclotetrapeptide that inhibits histone deacetylation in vivo and causes mammalian cells to arrest in the cell cycle.,8602529,NaN,NaN,0
"However, the cellular signaling pathway(s) caused by hypoxia is poorly understood.",10082134,NaN,NaN,0
"These findings suggest that a signal transduction molecule in the LPS receptor complex may belong to the IL-1 receptor/toll-like receptor (TLR) super family, and the LPS signaling cascade uses an analogous molecular framework for signaling as IL-1 in mononuclear phagocytes and endothelial cells.",10075645,NaN,NaN,0
"NF-kappa B is a DNA-binding regulatory factor able to control transcription of a number of genes, including human immunodeficiency virus (HIV) genes.",1653056,NaN,NaN,0
Gel-shift analysis reveals the constitutive presence of nuclear factors in resting PBL that bind to the proximal AP-1 site of the IL-2 promoter and that contain immunoreactive c-Jun but not c-Fos protein.,8468462/X237.12.1,"[(186, 189)]","[186, 203]",1
"This resistance to apoptosis is reversed by anti-TIMP-1 antibodies, demonstrating that secreted TIMP-1 is active in blocking apoptosis.",9835626,NaN,NaN,0
These findings strongly suggest that the mechanism for previously described upregulation of platelet thromboxane receptors after acute myocardial infarction is increased thromboxane receptor gene transcription in platelet-progenitor cells.,7641319,NaN,NaN,0
Modulation of endogenous IL-1 beta and IL-1 receptor antagonist results in opposing effects on HIV expression in chronically infected monocytic cells.,8617979,NaN,NaN,0
Lineage-specific expression is controlled at the level of mRNA transcription.,8096519,NaN,NaN,0
"The BAT box and Oct-2 were also implicated in the induction of CD20 in the pre-B cell line, PB-697, via phorbol esters.",7680653,NaN,NaN,0
"The preferential induction of c-jun by H2O2 did not represent redox stabilization of mRNA transcripts, and oxidative signals closely resembled PHA/PMA stimulation by effectively transactivating the full length c-jun promoter via the proximal jun1 tumor promoter-responsive element ( TRE ) -like promoter element.",8683110/X354.5.1,"[(48, 51)]","[48, 101]",1
"In stably transformed erythroblasts coexpressing the v-erbA oncoprotein and the c-erbA/T3 receptor at an approximately equimolar ratio, c-erbA activity is dominant over v-erbA.",1682217,NaN,NaN,0
"Its immunosuppressive property is distinct from cyclosporin because only tepoxalin, but not cyclosporin, suppresses NF-kappa B activation.",9024987/X495.3.1,"[(88, 91)]","[88, 103]",1
Incubation of endothelial cells with oleate for 72 hours decreased the relative proportions of saturated (palmitic and stearic) acids in total cell lipids and increased the proportions of oleate in total cell lipids without significantly changing the relative proportions of polyunsaturated fatty acids.,9974401/X1272.9.1,"[(216, 223)]","[216, 302]",1
"Members of a protein family, characterized by three zinc fingers highly homologous to those found in transcription factor Sp1, interact with these motifs.",9744863,NaN,NaN,0
"To investigate the events involved in activation-induced Fas upregulation, we have examined mRNA accumulation, fas promoter activity, and protein expression in the Jurkat T-cell line treated with phorbol myristate acetate and ionomycin (P/I), pharmacological mimics of T-cell receptor activation.",10022897,NaN,NaN,0
Opposite effects of the acute promyelocytic leukemia PML-retinoic acid receptor alpha (RAR alpha) and PLZF-RAR alpha fusion proteins on retinoic acid signalling.,9234742,NaN,NaN,0
Enhancer replacement is therefore an effective strategy to target expression of a retroviral transgene to a specific progeny of transduced hematopoietic stem cells.,10233879,NaN,NaN,0
"The two proteins differ in their surface charge, since they are separable by anion-exchange chromatography.",2302185,NaN,NaN,0
Epstein-Barr virus nuclear antigen 2 and latent membrane protein independently transactivate p53 through induction of NF-kappaB activity.,8676521,NaN,NaN,0
"In fibroblasts, an important effector for the Ras oncogene is Phosphatidylinositol 3-kinase (PtdIns 3-kinase).",9796702,NaN,NaN,0
We now find that cytokine-driven (granulocyte-macrophage CSF and TNF-alpha) CD34+ HPC-->DC differentiation is preferentially blocked by inhibitors of PKC activation.,10092775,NaN,NaN,0
These proteins interacted specifically with the symmetric NF-kappa B site from the interferon beta (IFN-beta) promoter.,1740663,NaN,NaN,0
Targeted remodeling of human beta-globin promoter chromatin structure produces increased expression and decreased silencing.,10349513,NaN,NaN,0
"An ability of the Epstein-Barr virus latent membrane protein LMP1 to enhance the survival of infected B cells through upregulation of the bcl-2 oncogene was first suggested by experiments involving gene transfection and the selection of stable LMP1+ clones (S.Henderson, M. Rowe, C.Gregory, F.Wang, E.Kieff, and A.Rickinson, Cell 65:1107-1115, 1991).",7520093,NaN,NaN,0
"Furthermore, we investigated the processes involved in persistent activation of NF-kappa B.",9442373,NaN,NaN,0
"Besides p50, 1,25(OH)2D3 decreased the levels of another NF-kappa B protein, namely c-rel.",7479923,NaN,NaN,0
"The activation of JNK by classical T cell stimuli was transient, whereas that mediated by PDTC and butylated hydroxyanisole (but not N-acetylcysteine) was sustained.",8824287/X412.6.1,"[(129, 132)]","[129, 149]",1
"In comparison, isolated nuclei of human lymphocytes in which no need for the expression of this gene exists, show barely hybridization signals.",8747083/X945.4.1,"[(61, 63)]","[61, 107]",1
"These latter effects were due to increases in the nuclear localization of GR, not to reduced amounts of the other transcription factors.",7864072/X800.6.1,"[(78, 81)]","[78, 135]",1
"In vivo the Sp1 site is bound only in myeloid (U937) cells, not in cervical carcinoma (HeLa) cells.",8096519/X236.7.1,"[(60, 63)]","[60, 98]",1
"These compounds strongly increased the phorbol-12-myristate-13-acetate response, whereas we have not observed a contribution of phosphatase inhibitors on a CCK-8-induced luciferase activity.",9271352/X1081.8.1,"[(97, 100)]","[97, 189]",1
"Furthermore, endogenous IKK enzymatic activity was significantly elevated in HTLV-1-infected and Tax-expressing T-cell lines.",9710600,NaN,NaN,0
The correlation between C5a-induced kappaB binding activity and IL-8 gene expression was examined in the RAW264.7 macrophage cells using reporter genes directed by the kappaB sequence from IkappaBalpha and IL-8 promoter regions.,10233875,NaN,NaN,0
"Other experimental strategies have implicated BSAP in the control of cell proliferation, isotype switching and transcription of the immunoglobulin heavy-chain gene at late stages of B-cell differentiation.",8664547,NaN,NaN,0
"In the majority of patients with advanced RCC, peripheral blood T cells express TCRzeta and p56(lck), and in a subset, reduced levels of these TCRzeta associated molecules are seen that may increase during cytokine-based therapy.",9796963,NaN,NaN,0
"Six tandem repeats of the P element linked to the SV40 promoter responded to phorbol 12-myristate 13-acetate, while that of other elements did not.",9310836/X1096.11.1,"[(143, 146)]","[143, 146]",1
We feel that these experiments are vital to understanding the function of GATA-1 during erythroid ontogeny.,8424101,NaN,NaN,0
"T-cell receptor (TCR)/CD3 engagement results in the activation of nuclear factor of activated T cells (NFAT), activator protein-1 (AP-1), and nuclear factor kappaB (NFkappaB), whereas the CD28 responsive complex (CD28RC) is activated in response to the CD28 signal.",9326236,NaN,NaN,0
PNU156804 action is restricted to some signaling pathways; it does not affect NF-kappa B activation by PMA in T cells but blocks that induced by CD40 cross-linking in B lymphocytes.,10358154/X597.10.1,"[(67, 70)]","[67, 117]",1
"The findings presented here link an atheogenic lipoprotein, LDL, with the induction of an adhesion molecule important in atherogenesis",9125308,NaN,NaN,0
Pervanadate also stimulated transcription of the c-fos gene and accumulation of its mRNA as well as several other hallmarks of T-lymphocyte activation such as surface expression of the CD69 antigen and the interleukin 2 receptor alpha-chain (CD25).,7506531,NaN,NaN,0
